Landkreis,Crop,Variety,A_ha,P_per_A,P_t,Year
Oberspreewald-Lausitz,Getreide,Gerste zusammen,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Getreide insgesamt,,4.01,,2001-2005
Oberspreewald-Lausitz,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Oberspreewald-Lausitz,Getreide,Hafer,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Koernermais (einschl. Corn-Cob-Mix),,8.05,,2001-2005
Oberspreewald-Lausitz,Getreide,Roggen,,3.854,,2001-2005
Oberspreewald-Lausitz,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Sommergerste,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Triticale,,,,2001-2005
Oberspreewald-Lausitz,Getreide,Weizen zusammen,,4.468,,2001-2005
Oberspreewald-Lausitz,Getreide,Wintergerste,,4.132,,2001-2005
Oberspreewald-Lausitz,Getreide,Winterweizen einschl. Dinkel,,4.504,,2001-2005
Oberspreewald-Lausitz,Hackfruechte,Kartoffeln zusammen,,33.304,,2001-2005
Oberspreewald-Lausitz,Hackfruechte,mittelfruehe und spaete Kartoffeln,,33.464,,2001-2005
Oberspreewald-Lausitz,Hackfruechte,Zuckerrueben,,,,2001-2005
Oberspreewald-Lausitz,Huelsenfruechte,Erbsen,,,,2001-2005
Oberspreewald-Lausitz,Huelsenfruechte,Lupinen,,,,2001-2005
Oberspreewald-Lausitz,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Oberspreewald-Lausitz,Oelfruechte,Sonnenblumen,,,,2001-2005
Oberspreewald-Lausitz,Oelfruechte,Winterraps,,,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,4.598,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,6.422,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,7.176,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,29.294,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,4.268,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,4.79,,2001-2005
Oder-Spree,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,4.482,,2001-2005
Oder-Spree,Getreide,Brotgetreide zusammen,,4.18,,2001-2005
Oder-Spree,Getreide,Futter- und Industriegetreide,,4.118,,2001-2005
Oder-Spree,Getreide,Gerste zusammen,,4.202,,2001-2005
Oder-Spree,Getreide,Getreide insgesamt,,4.248,,2001-2005
Oder-Spree,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Oder-Spree,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.16,,2001-2005
Oder-Spree,Getreide,Hafer,,,,2001-2005
Oder-Spree,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Oder-Spree,Getreide,Roggen,,3.946,,2001-2005
Oder-Spree,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Oder-Spree,Getreide,Sommergerste,,,,2001-2005
Oder-Spree,Getreide,Triticale,,4.366,,2001-2005
Oder-Spree,Getreide,Weizen zusammen,,5.26,,2001-2005
Oder-Spree,Getreide,Wintergerste,,4.352,,2001-2005
Oder-Spree,Getreide,Winterweizen einschl. Dinkel,,5.308,,2001-2005
Oder-Spree,Hackfruechte,Kartoffeln zusammen,,31.122,,2001-2005
Oder-Spree,Hackfruechte,mittelfruehe und spaete Kartoffeln,,31.206,,2001-2005
Oder-Spree,Hackfruechte,Zuckerrueben,,,,2001-2005
Oder-Spree,Huelsenfruechte,Erbsen,,,,2001-2005
Oder-Spree,Huelsenfruechte,Lupinen,,,,2001-2005
Oder-Spree,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Oder-Spree,Oelfruechte,Sonnenblumen,,,,2001-2005
Oder-Spree,Oelfruechte,Winterraps,,,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,4.986,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,7.014,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,34.124,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.718,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.09,,2001-2005
Ostprignitz-Ruppin,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.638,,2001-2005
Ostprignitz-Ruppin,Getreide,Brotgetreide zusammen,,4.86,,2001-2005
Ostprignitz-Ruppin,Getreide,Futter- und Industriegetreide,,4.718,,2001-2005
Ostprignitz-Ruppin,Getreide,Gerste zusammen,,5.152,,2001-2005
Ostprignitz-Ruppin,Getreide,Getreide insgesamt,,4.89,,2001-2005
Ostprignitz-Ruppin,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Ostprignitz-Ruppin,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.808,,2001-2005
Ostprignitz-Ruppin,Getreide,Hafer,,3.566,,2001-2005
Ostprignitz-Ruppin,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.716,,2001-2005
Ostprignitz-Ruppin,Getreide,Roggen,,4.644,,2001-2005
Ostprignitz-Ruppin,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Ostprignitz-Ruppin,Getreide,Sommergerste,,3.366,,2001-2005
Ostprignitz-Ruppin,Getreide,Triticale,,4.588,,2001-2005
Ostprignitz-Ruppin,Getreide,Weizen zusammen,,5.49,,2001-2005
Ostprignitz-Ruppin,Getreide,Wintergerste,,5.51,,2001-2005
Ostprignitz-Ruppin,Getreide,Winterweizen einschl. Dinkel,,5.568,,2001-2005
Ostprignitz-Ruppin,Hackfruechte,Kartoffeln zusammen,,32.488,,2001-2005
Ostprignitz-Ruppin,Hackfruechte,mittelfruehe und spaete Kartoffeln,,32.51,,2001-2005
Ostprignitz-Ruppin,Hackfruechte,Zuckerrueben,,44.858,,2001-2005
Ostprignitz-Ruppin,Huelsenfruechte,Erbsen,,,,2001-2005
Ostprignitz-Ruppin,Huelsenfruechte,Lupinen,,,,2001-2005
Ostprignitz-Ruppin,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Ostprignitz-Ruppin,Oelfruechte,Sonnenblumen,,,,2001-2005
Ostprignitz-Ruppin,Oelfruechte,Winterraps,,3.404,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.644,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,31.386,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.524,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,6.102,,2001-2005
Potsdam-Mittelmark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.654,,2001-2005
Potsdam-Mittelmark,Getreide,Brotgetreide zusammen,,4.448,,2001-2005
Potsdam-Mittelmark,Getreide,Futter- und Industriegetreide,,4.622,,2001-2005
Potsdam-Mittelmark,Getreide,Gerste zusammen,,5.188,,2001-2005
Potsdam-Mittelmark,Getreide,Getreide insgesamt,,4.564,,2001-2005
Potsdam-Mittelmark,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Potsdam-Mittelmark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.49,,2001-2005
Potsdam-Mittelmark,Getreide,Hafer,,,,2001-2005
Potsdam-Mittelmark,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.5,,2001-2005
Potsdam-Mittelmark,Getreide,Roggen,,4.314,,2001-2005
Potsdam-Mittelmark,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Potsdam-Mittelmark,Getreide,Sommergerste,,3.332,,2001-2005
Potsdam-Mittelmark,Getreide,Triticale,,4.508,,2001-2005
Potsdam-Mittelmark,Getreide,Weizen zusammen,,5.13,,2001-2005
Potsdam-Mittelmark,Getreide,Wintergerste,,5.454,,2001-2005
Potsdam-Mittelmark,Getreide,Winterweizen einschl. Dinkel,,5.092,,2001-2005
Potsdam-Mittelmark,Hackfruechte,Kartoffeln zusammen,,28.83,,2001-2005
Potsdam-Mittelmark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,28.996,,2001-2005
Potsdam-Mittelmark,Hackfruechte,Zuckerrueben,,46.292,,2001-2005
Potsdam-Mittelmark,Huelsenfruechte,Erbsen,,,,2001-2005
Potsdam-Mittelmark,Huelsenfruechte,Lupinen,,,,2001-2005
Potsdam-Mittelmark,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Potsdam-Mittelmark,Oelfruechte,Sonnenblumen,,,,2001-2005
Potsdam-Mittelmark,Oelfruechte,Winterraps,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2001-2005
Potsdam (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2001-2005
Potsdam (KfS),Getreide,Brotgetreide zusammen,,,,2001-2005
Potsdam (KfS),Getreide,Futter- und Industriegetreide,,,,2001-2005
Potsdam (KfS),Getreide,Gerste zusammen,,,,2001-2005
Potsdam (KfS),Getreide,Getreide insgesamt,,,,2001-2005
Potsdam (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Potsdam (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Potsdam (KfS),Getreide,Hafer,,,,2001-2005
Potsdam (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Potsdam (KfS),Getreide,Roggen,,,,2001-2005
Potsdam (KfS),Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Potsdam (KfS),Getreide,Sommergerste,,,,2001-2005
Potsdam (KfS),Getreide,Triticale,,,,2001-2005
Potsdam (KfS),Getreide,Weizen zusammen,,,,2001-2005
Potsdam (KfS),Getreide,Wintergerste,,,,2001-2005
Potsdam (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Potsdam (KfS),Hackfruechte,Kartoffeln zusammen,,,,2001-2005
Potsdam (KfS),Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Potsdam (KfS),Hackfruechte,Zuckerrueben,,,,2001-2005
Potsdam (KfS),Huelsenfruechte,Erbsen,,,,2001-2005
Potsdam (KfS),Huelsenfruechte,Lupinen,,,,2001-2005
Potsdam (KfS),Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Potsdam (KfS),Oelfruechte,Sonnenblumen,,,,2001-2005
Potsdam (KfS),Oelfruechte,Winterraps,,,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.804,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,33.94,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,6.308,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,4.71,,2001-2005
Prignitz,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,6.182,,2001-2005
Prignitz,Getreide,Brotgetreide zusammen,,5.62,,2001-2005
Prignitz,Getreide,Futter- und Industriegetreide,,5.324,,2001-2005
Prignitz,Getreide,Gerste zusammen,,5.61,,2001-2005
Prignitz,Getreide,Getreide insgesamt,,5.57,,2001-2005
Prignitz,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Prignitz,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,5.506,,2001-2005
Prignitz,Getreide,Hafer,,4.39,,2001-2005
Prignitz,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.158,,2001-2005
Prignitz,Getreide,Roggen,,5.332,,2001-2005
Prignitz,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Prignitz,Getreide,Sommergerste,,,,2001-2005
Prignitz,Getreide,Triticale,,5.184,,2001-2005
Prignitz,Getreide,Weizen zusammen,,6.064,,2001-2005
Prignitz,Getreide,Wintergerste,,5.766,,2001-2005
Prignitz,Getreide,Winterweizen einschl. Dinkel,,6.096,,2001-2005
Prignitz,Hackfruechte,Kartoffeln zusammen,,32.346,,2001-2005
Prignitz,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Prignitz,Hackfruechte,Zuckerrueben,,49.782,,2001-2005
Prignitz,Huelsenfruechte,Erbsen,,,,2001-2005
Prignitz,Huelsenfruechte,Lupinen,,,,2001-2005
Prignitz,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Prignitz,Oelfruechte,Sonnenblumen,,,,2001-2005
Prignitz,Oelfruechte,Winterraps,,3.472,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,6.062,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,5.058,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,6.098,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,29.62,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.098,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.44,,2001-2005
Spree-Neiße,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.248,,2001-2005
Spree-Neiße,Getreide,Brotgetreide zusammen,,,,2001-2005
Spree-Neiße,Getreide,Futter- und Industriegetreide,,3.692,,2001-2005
Spree-Neiße,Getreide,Gerste zusammen,,4.066,,2001-2005
Spree-Neiße,Getreide,Getreide insgesamt,,,,2001-2005
Spree-Neiße,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Spree-Neiße,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2001-2005
Spree-Neiße,Getreide,Hafer,,,,2001-2005
Spree-Neiße,Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2001-2005
Spree-Neiße,Getreide,Roggen,,,,2001-2005
Spree-Neiße,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Spree-Neiße,Getreide,Sommergerste,,,,2001-2005
Spree-Neiße,Getreide,Triticale,,3.464,,2001-2005
Spree-Neiße,Getreide,Weizen zusammen,,,,2001-2005
Spree-Neiße,Getreide,Wintergerste,,4.38,,2001-2005
Spree-Neiße,Getreide,Winterweizen einschl. Dinkel,,,,2001-2005
Spree-Neiße,Hackfruechte,Kartoffeln zusammen,,32.044,,2001-2005
Spree-Neiße,Hackfruechte,mittelfruehe und spaete Kartoffeln,,32.386,,2001-2005
Spree-Neiße,Hackfruechte,Zuckerrueben,,,,2001-2005
Spree-Neiße,Huelsenfruechte,Erbsen,,,,2001-2005
Spree-Neiße,Huelsenfruechte,Lupinen,,,,2001-2005
Spree-Neiße,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Spree-Neiße,Oelfruechte,Sonnenblumen,,,,2001-2005
Spree-Neiße,Oelfruechte,Winterraps,,,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,5.192,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,6.722,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,30.424,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.984,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.314,,2001-2005
Teltow-Flaeming,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.746,,2001-2005
Teltow-Flaeming,Getreide,Brotgetreide zusammen,,4.87,,2001-2005
Teltow-Flaeming,Getreide,Futter- und Industriegetreide,,4.894,,2001-2005
Teltow-Flaeming,Getreide,Gerste zusammen,,5.278,,2001-2005
Teltow-Flaeming,Getreide,Getreide insgesamt,,4.972,,2001-2005
Teltow-Flaeming,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Teltow-Flaeming,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.874,,2001-2005
Teltow-Flaeming,Getreide,Hafer,,,,2001-2005
Teltow-Flaeming,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.6,,2001-2005
Teltow-Flaeming,Getreide,Roggen,,4.528,,2001-2005
Teltow-Flaeming,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Teltow-Flaeming,Getreide,Sommergerste,,4.242,,2001-2005
Teltow-Flaeming,Getreide,Triticale,,4.642,,2001-2005
Teltow-Flaeming,Getreide,Weizen zusammen,,5.768,,2001-2005
Teltow-Flaeming,Getreide,Wintergerste,,5.436,,2001-2005
Teltow-Flaeming,Getreide,Winterweizen einschl. Dinkel,,5.842,,2001-2005
Teltow-Flaeming,Hackfruechte,Kartoffeln zusammen,,37.11,,2001-2005
Teltow-Flaeming,Hackfruechte,mittelfruehe und spaete Kartoffeln,,37.11,,2001-2005
Teltow-Flaeming,Hackfruechte,Zuckerrueben,,48.53,,2001-2005
Teltow-Flaeming,Huelsenfruechte,Erbsen,,,,2001-2005
Teltow-Flaeming,Huelsenfruechte,Lupinen,,,,2001-2005
Teltow-Flaeming,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Teltow-Flaeming,Oelfruechte,Sonnenblumen,,,,2001-2005
Teltow-Flaeming,Oelfruechte,Winterraps,,,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,4.878,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,8.262,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,32.442,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.302,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.992,,2001-2005
Uckermark,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.516,,2001-2005
Uckermark,Getreide,Brotgetreide zusammen,,6.442,,2001-2005
Uckermark,Getreide,Futter- und Industriegetreide,,5.846,,2001-2005
Uckermark,Getreide,Gerste zusammen,,6.198,,2001-2005
Uckermark,Getreide,Getreide insgesamt,,6.274,,2001-2005
Uckermark,Getreide,Getreide zur Ganzpflanzenernte,,,,2001-2005
Uckermark,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,6.252,,2001-2005
Uckermark,Getreide,Hafer,,4.02,,2001-2005
Uckermark,Getreide,Koernermais (einschl. Corn-Cob-Mix),,7.406,,2001-2005
Uckermark,Getreide,Roggen,,5.504,,2001-2005
Uckermark,Getreide,Roggen und Wintermenggetreide,,,,2001-2005
Uckermark,Getreide,Sommergerste,,3.39,,2001-2005
Uckermark,Getreide,Triticale,,5.776,,2001-2005
Uckermark,Getreide,Weizen zusammen,,6.7,,2001-2005
Uckermark,Getreide,Wintergerste,,6.462,,2001-2005
Uckermark,Getreide,Winterweizen einschl. Dinkel,,6.764,,2001-2005
Uckermark,Hackfruechte,Kartoffeln zusammen,,31.944,,2001-2005
Uckermark,Hackfruechte,mittelfruehe und spaete Kartoffeln,,,,2001-2005
Uckermark,Hackfruechte,Zuckerrueben,,49.712,,2001-2005
Uckermark,Huelsenfruechte,Erbsen,,2.98,,2001-2005
Uckermark,Huelsenfruechte,Lupinen,,,,2001-2005
Uckermark,Oelfruechte,Raps und Ruebsen zusammen,,,,2001-2005
Uckermark,Oelfruechte,Sonnenblumen,,,,2001-2005
Uckermark,Oelfruechte,Winterraps,,3.552,,2001-2005
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,3.47,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,5,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,21.13,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,5.76,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,5.21,,2006
Barnim,"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,5.6,,2006
Barnim,Getreide,Brotgetreide zusammen,,4.13,,2006
Barnim,Getreide,Futter- und Industriegetreide,,4.18,,2006
Barnim,Getreide,Gerste zusammen,,4.66,,2006
Barnim,Getreide,Getreide insgesamt,,4.18,,2006
Barnim,Getreide,Getreide zur Ganzpflanzenernte,,,,2006
Barnim,Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,4.15,,2006
Barnim,Getreide,Hafer,,3.29,,2006
Barnim,Getreide,Koernermais (einschl. Corn-Cob-Mix),,5.07,,2006
Barnim,Getreide,Roggen,,4.29,,2006
Barnim,Getreide,Roggen und Wintermenggetreide,,,,2006
Barnim,Getreide,Sommergerste,,3.92,,2006
Barnim,Getreide,Triticale,,3.83,,2006
Barnim,Getreide,Weizen zusammen,,3.94,,2006
Barnim,Getreide,Wintergerste,,4.83,,2006
Barnim,Getreide,Winterweizen einschl. Dinkel,,4.01,,2006
Barnim,Hackfruechte,Kartoffeln zusammen,,21.3,,2006
Barnim,Hackfruechte,mittelfruehe und spaete Kartoffeln,,21.22,,2006
Barnim,Hackfruechte,Zuckerrueben,,,,2006
Barnim,Huelsenfruechte,Erbsen,,,,2006
Barnim,Huelsenfruechte,Lupinen,,,,2006
Barnim,Oelfruechte,Raps und Ruebsen zusammen,,,,2006
Barnim,Oelfruechte,Sonnenblumen,,,,2006
Barnim,Oelfruechte,Winterraps,,3.51,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Feldgras/Grasanbau,,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Klee, Kleegras und Klee-Luzerne-Gemisch",,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Leguminosen,,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte","Luzerne, Luzernegras",,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Silomais,,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Weiden,,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen,,,,2006
Brandenburg an der Havel (KfS),"Futterpflanzen, Dauergruenland, Gruenernte",Wiesen und Maehweiden zusammen,,,,2006
Brandenburg an der Havel (KfS),Getreide,Brotgetreide zusammen,,,,2006
Brandenburg an der Havel (KfS),Getreide,Futter- und Industriegetreide,,,,2006
Brandenburg an der Havel (KfS),Getreide,Gerste zusammen,,,,2006
Brandenburg an der Havel (KfS),Getreide,Getreide insgesamt,,,,2006
Brandenburg an der Havel (KfS),Getreide,Getreide zur Ganzpflanzenernte,,,,2006
Brandenburg an der Havel (KfS),Getreide,Getreide zusammen (ohne Koernermais und Corn-Cob-Mix),,,,2006
Brandenburg an der Havel (KfS),Getreide,Hafer,,,,2006
Brandenburg an der Havel (KfS),Getreide,Koernermais (einschl. Corn-Cob-Mix),,,,2006
Brandenburg an der Havel (KfS),Getreide,Roggen,,,,2006
Brandenburg an der Havel (KfS),Getreide,Roggen und Wintermenggetreide,,,,2006
Brandenburg an der Havel (KfS),Getreide,Sommergerste,,,,2006
Brandenburg an der Havel (KfS),Getreide,Triticale,,,,2006
Brandenburg an der Havel (KfS),Getreide,Weizen zusammen,,,,2006
Brandenburg an der Havel (KfS),Getreide,Wintergerste,,,,2006
Brandenburg an der Havel (KfS),Getreide,Winterweizen einschl. Dinkel,,,,2006
Brandenburg an der Havel (KfS),Hackfruechte,Kartoffeln zusammen,,,,2006
